CAU,CAU_NAME,TLA,TLA_NAME,TLA_06,TLA_06_NAME,YEAR,POP_PROJECTION
554700,Patea,35,South Taranaki District,35,South Taranaki District,2038,880
554700,Patea,35,South Taranaki District,35,South Taranaki District,2043,820
554800,Waverley,35,South Taranaki District,35,South Taranaki District,2013,820
554800,Waverley,35,South Taranaki District,35,South Taranaki District,2018,790
554800,Waverley,35,South Taranaki District,35,South Taranaki District,2023,780
554800,Waverley,35,South Taranaki District,35,South Taranaki District,2028,760
554800,Waverley,35,South Taranaki District,35,South Taranaki District,2033,730
554800,Waverley,35,South Taranaki District,35,South Taranaki District,2038,690
554800,Waverley,35,South Taranaki District,35,South Taranaki District,2043,640
532300,Owhango,36,Ruapehu District,36,Ruapehu District,2013,180
532300,Owhango,36,Ruapehu District,36,Ruapehu District,2018,170
532300,Owhango,36,Ruapehu District,36,Ruapehu District,2023,160
532300,Owhango,36,Ruapehu District,36,Ruapehu District,2028,150
532300,Owhango,36,Ruapehu District,36,Ruapehu District,2033,140
532300,Owhango,36,Ruapehu District,36,Ruapehu District,2038,130
532300,Owhango,36,Ruapehu District,36,Ruapehu District,2043,120
532400,Ohura,36,Ruapehu District,36,Ruapehu District,2013,130
532400,Ohura,36,Ruapehu District,36,Ruapehu District,2018,130
532400,Ohura,36,Ruapehu District,36,Ruapehu District,2023,120
532400,Ohura,36,Ruapehu District,36,Ruapehu District,2028,120
532400,Ohura,36,Ruapehu District,36,Ruapehu District,2033,120
532400,Ohura,36,Ruapehu District,36,Ruapehu District,2038,120
532400,Ohura,36,Ruapehu District,36,Ruapehu District,2043,120
532501,Ngapuke,36,Ruapehu District,36,Ruapehu District,2013,1620
532501,Ngapuke,36,Ruapehu District,36,Ruapehu District,2018,1580
532501,Ngapuke,36,Ruapehu District,36,Ruapehu District,2023,1520
532501,Ngapuke,36,Ruapehu District,36,Ruapehu District,2028,1450
532501,Ngapuke,36,Ruapehu District,36,Ruapehu District,2033,1360
532501,Ngapuke,36,Ruapehu District,36,Ruapehu District,2038,1250
532501,Ngapuke,36,Ruapehu District,36,Ruapehu District,2043,1130
532601,Raurimu,36,Ruapehu District,36,Ruapehu District,2013,560
532601,Raurimu,36,Ruapehu District,36,Ruapehu District,2018,540
532601,Raurimu,36,Ruapehu District,36,Ruapehu District,2023,510
532601,Raurimu,36,Ruapehu District,36,Ruapehu District,2028,480
532601,Raurimu,36,Ruapehu District,36,Ruapehu District,2033,440
532601,Raurimu,36,Ruapehu District,36,Ruapehu District,2038,400
532601,Raurimu,36,Ruapehu District,36,Ruapehu District,2043,360
532602,National Park,36,Ruapehu District,36,Ruapehu District,2013,180
532602,National Park,36,Ruapehu District,36,Ruapehu District,2018,180
532602,National Park,36,Ruapehu District,36,Ruapehu District,2023,170
532602,National Park,36,Ruapehu District,36,Ruapehu District,2028,160
532602,National Park,36,Ruapehu District,36,Ruapehu District,2033,160
532602,National Park,36,Ruapehu District,36,Ruapehu District,2038,140
532602,National Park,36,Ruapehu District,36,Ruapehu District,2043,130
532700,Otangiwai-Heao,36,Ruapehu District,36,Ruapehu District,2013,850
532700,Otangiwai-Heao,36,Ruapehu District,36,Ruapehu District,2018,800
532700,Otangiwai-Heao,36,Ruapehu District,36,Ruapehu District,2023,750
532700,Otangiwai-Heao,36,Ruapehu District,36,Ruapehu District,2028,690
532700,Otangiwai-Heao,36,Ruapehu District,36,Ruapehu District,2033,620
532700,Otangiwai-Heao,36,Ruapehu District,36,Ruapehu District,2038,540
532700,Otangiwai-Heao,36,Ruapehu District,36,Ruapehu District,2043,440
532901,Tarrangower,36,Ruapehu District,36,Ruapehu District,2013,1210
532901,Tarrangower,36,Ruapehu District,36,Ruapehu District,2018,1150
532901,Tarrangower,36,Ruapehu District,36,Ruapehu District,2023,1090
532901,Tarrangower,36,Ruapehu District,36,Ruapehu District,2028,1020
532901,Tarrangower,36,Ruapehu District,36,Ruapehu District,2033,940
532901,Tarrangower,36,Ruapehu District,36,Ruapehu District,2038,850
532901,Tarrangower,36,Ruapehu District,36,Ruapehu District,2043,760
532902,Taumarunui Central,36,Ruapehu District,36,Ruapehu District,2013,2370
532902,Taumarunui Central,36,Ruapehu District,36,Ruapehu District,2018,2250
532902,Taumarunui Central,36,Ruapehu District,36,Ruapehu District,2023,2130
532902,Taumarunui Central,36,Ruapehu District,36,Ruapehu District,2028,1990
532902,Taumarunui Central,36,Ruapehu District,36,Ruapehu District,2033,1830
532902,Taumarunui Central,36,Ruapehu District,36,Ruapehu District,2038,1670
532902,Taumarunui Central,36,Ruapehu District,36,Ruapehu District,2043,1490
532903,Sunshine-Hospital Hill,36,Ruapehu District,36,Ruapehu District,2013,560
532903,Sunshine-Hospital Hill,36,Ruapehu District,36,Ruapehu District,2018,530
532903,Sunshine-Hospital Hill,36,Ruapehu District,36,Ruapehu District,2023,510
532903,Sunshine-Hospital Hill,36,Ruapehu District,36,Ruapehu District,2028,480
532903,Sunshine-Hospital Hill,36,Ruapehu District,36,Ruapehu District,2033,450
532903,Sunshine-Hospital Hill,36,Ruapehu District,36,Ruapehu District,2038,410
532903,Sunshine-Hospital Hill,36,Ruapehu District,36,Ruapehu District,2043,370
532904,Manunui,36,Ruapehu District,36,Ruapehu District,2013,580
532904,Manunui,36,Ruapehu District,36,Ruapehu District,2018,550
532904,Manunui,36,Ruapehu District,36,Ruapehu District,2023,530
532904,Manunui,36,Ruapehu District,36,Ruapehu District,2028,500
532904,Manunui,36,Ruapehu District,36,Ruapehu District,2033,470
532904,Manunui,36,Ruapehu District,36,Ruapehu District,2038,440
532904,Manunui,36,Ruapehu District,36,Ruapehu District,2043,400
554900,Tangiwai,36,Ruapehu District,36,Ruapehu District,2013,1290
554900,Tangiwai,36,Ruapehu District,36,Ruapehu District,2018,1250
554900,Tangiwai,36,Ruapehu District,36,Ruapehu District,2023,1210
554900,Tangiwai,36,Ruapehu District,36,Ruapehu District,2028,1150
555000,Ohakune,36,Ruapehu District,36,Ruapehu District,2013,1040
555000,Ohakune,36,Ruapehu District,36,Ruapehu District,2018,1000
555000,Ohakune,36,Ruapehu District,36,Ruapehu District,2023,950
555000,Ohakune,36,Ruapehu District,36,Ruapehu District,2028,880
555000,Ohakune,36,Ruapehu District,36,Ruapehu District,2033,800
555000,Ohakune,36,Ruapehu District,36,Ruapehu District,2038,710
555000,Ohakune,36,Ruapehu District,36,Ruapehu District,2043,610
555100,Raetihi,36,Ruapehu District,36,Ruapehu District,2013,1060
555100,Raetihi,36,Ruapehu District,36,Ruapehu District,2018,1040
555100,Raetihi,36,Ruapehu District,36,Ruapehu District,2023,1010
555100,Raetihi,36,Ruapehu District,36,Ruapehu District,2028,970
558500,Waiouru,36,Ruapehu District,36,Ruapehu District,2013,810
558500,Waiouru,36,Ruapehu District,36,Ruapehu District,2018,780
558500,Waiouru,36,Ruapehu District,36,Ruapehu District,2023,750
558500,Waiouru,36,Ruapehu District,36,Ruapehu District,2028,710
558500,Waiouru,36,Ruapehu District,36,Ruapehu District,2033,680
558500,Waiouru,36,Ruapehu District,36,Ruapehu District,2038,630
558500,Waiouru,36,Ruapehu District,36,Ruapehu District,2043,590
555200,Otamatea,37,Wanganui District,37,Wanganui District,2013,1320
555200,Otamatea,37,Wanganui District,37,Wanganui District,2018,1330
555200,Otamatea,37,Wanganui District,37,Wanganui District,2023,1350
555200,Otamatea,37,Wanganui District,37,Wanganui District,2028,1370
555200,Otamatea,37,Wanganui District,37,Wanganui District,2033,1380
555200,Otamatea,37,Wanganui District,37,Wanganui District,2038,1390
555200,Otamatea,37,Wanganui District,37,Wanganui District,2043,1390
555300,Blueskin,37,Wanganui District,37,Wanganui District,2013,1820
555300,Blueskin,37,Wanganui District,37,Wanganui District,2018,1920
555300,Blueskin,37,Wanganui District,37,Wanganui District,2023,2040
555300,Blueskin,37,Wanganui District,37,Wanganui District,2028,2140
555300,Blueskin,37,Wanganui District,37,Wanganui District,2033,2230
555300,Blueskin,37,Wanganui District,37,Wanganui District,2038,2310
555300,Blueskin,37,Wanganui District,37,Wanganui District,2043,2360
555400,Maxwell,37,Wanganui District,37,Wanganui District,2013,1700
555400,Maxwell,37,Wanganui District,37,Wanganui District,2018,1770
555400,Maxwell,37,Wanganui District,37,Wanganui District,2023,1850
555400,Maxwell,37,Wanganui District,37,Wanganui District,2028,1920
555700,Castlecliff North,37,Wanganui District,37,Wanganui District,2013,2020
555700,Castlecliff North,37,Wanganui District,37,Wanganui District,2018,2010
555700,Castlecliff North,37,Wanganui District,37,Wanganui District,2023,1990
555700,Castlecliff North,37,Wanganui District,37,Wanganui District,2028,1940
555700,Castlecliff North,37,Wanganui District,37,Wanganui District,2033,1870
555700,Castlecliff North,37,Wanganui District,37,Wanganui District,2038,1790
555700,Castlecliff North,37,Wanganui District,37,Wanganui District,2043,1700
555800,Castlecliff South,37,Wanganui District,37,Wanganui District,2013,1310
555800,Castlecliff South,37,Wanganui District,37,Wanganui District,2018,1310
555800,Castlecliff South,37,Wanganui District,37,Wanganui District,2023,1310
555800,Castlecliff South,37,Wanganui District,37,Wanganui District,2028,1300
555900,Mosston,37,Wanganui District,37,Wanganui District,2013,1100
555900,Mosston,37,Wanganui District,37,Wanganui District,2018,1050
555900,Mosston,37,Wanganui District,37,Wanganui District,2023,1000
555900,Mosston,37,Wanganui District,37,Wanganui District,2028,960
555900,Mosston,37,Wanganui District,37,Wanganui District,2033,910
555900,Mosston,37,Wanganui District,37,Wanganui District,2038,850
555900,Mosston,37,Wanganui District,37,Wanganui District,2043,780
556000,Balgownie,37,Wanganui District,37,Wanganui District,2013,230
556000,Balgownie,37,Wanganui District,37,Wanganui District,2018,230
556000,Balgownie,37,Wanganui District,37,Wanganui District,2023,220
556000,Balgownie,37,Wanganui District,37,Wanganui District,2028,210
556000,Balgownie,37,Wanganui District,37,Wanganui District,2033,210
556000,Balgownie,37,Wanganui District,37,Wanganui District,2038,200
556000,Balgownie,37,Wanganui District,37,Wanganui District,2043,190
556100,Tawhero,37,Wanganui District,37,Wanganui District,2013,1870
556100,Tawhero,37,Wanganui District,37,Wanganui District,2018,1870
556100,Tawhero,37,Wanganui District,37,Wanganui District,2023,1870
556100,Tawhero,37,Wanganui District,37,Wanganui District,2028,1870
556100,Tawhero,37,Wanganui District,37,Wanganui District,2033,1870
556100,Tawhero,37,Wanganui District,37,Wanganui District,2038,1860
556100,Tawhero,37,Wanganui District,37,Wanganui District,2043,1840
556200,Gonville South,37,Wanganui District,37,Wanganui District,2013,3110
556200,Gonville South,37,Wanganui District,37,Wanganui District,2018,3070
556200,Gonville South,37,Wanganui District,37,Wanganui District,2023,3030
556200,Gonville South,37,Wanganui District,37,Wanganui District,2028,2980
556200,Gonville South,37,Wanganui District,37,Wanganui District,2033,2910
556200,Gonville South,37,Wanganui District,37,Wanganui District,2038,2810
556200,Gonville South,37,Wanganui District,37,Wanganui District,2043,2680
556300,Gonville East,37,Wanganui District,37,Wanganui District,2013,1360
556300,Gonville East,37,Wanganui District,37,Wanganui District,2018,1410
556300,Gonville East,37,Wanganui District,37,Wanganui District,2023,1430
556300,Gonville East,37,Wanganui District,37,Wanganui District,2028,1460
556300,Gonville East,37,Wanganui District,37,Wanganui District,2033,1470
556300,Gonville East,37,Wanganui District,37,Wanganui District,2038,1480
556300,Gonville East,37,Wanganui District,37,Wanganui District,2043,1490
556400,Gonville West,37,Wanganui District,37,Wanganui District,2013,1610
556400,Gonville West,37,Wanganui District,37,Wanganui District,2018,1550
556400,Gonville West,37,Wanganui District,37,Wanganui District,2023,1500
556400,Gonville West,37,Wanganui District,37,Wanganui District,2028,1440
556400,Gonville West,37,Wanganui District,37,Wanganui District,2033,1370
556400,Gonville West,37,Wanganui District,37,Wanganui District,2038,1290
556400,Gonville West,37,Wanganui District,37,Wanganui District,2043,1180
556500,Springvale West,37,Wanganui District,37,Wanganui District,2013,1400
556500,Springvale West,37,Wanganui District,37,Wanganui District,2018,1400
556500,Springvale West,37,Wanganui District,37,Wanganui District,2023,1410
556500,Springvale West,37,Wanganui District,37,Wanganui District,2028,1420
556600,Springvale East,37,Wanganui District,37,Wanganui District,2013,1960
556600,Springvale East,37,Wanganui District,37,Wanganui District,2018,1960
556600,Springvale East,37,Wanganui District,37,Wanganui District,2023,1960
556600,Springvale East,37,Wanganui District,37,Wanganui District,2028,1950
556600,Springvale East,37,Wanganui District,37,Wanganui District,2033,1930
556600,Springvale East,37,Wanganui District,37,Wanganui District,2038,1900
556600,Springvale East,37,Wanganui District,37,Wanganui District,2043,1860
556700,Wanganui Collegiate,37,Wanganui District,37,Wanganui District,2013,1180
556700,Wanganui Collegiate,37,Wanganui District,37,Wanganui District,2018,1190
556700,Wanganui Collegiate,37,Wanganui District,37,Wanganui District,2023,1190
556700,Wanganui Collegiate,37,Wanganui District,37,Wanganui District,2028,1200
556800,Laird Park,37,Wanganui District,37,Wanganui District,2013,2240
556800,Laird Park,37,Wanganui District,37,Wanganui District,2018,2220
556800,Laird Park,37,Wanganui District,37,Wanganui District,2023,2200
556800,Laird Park,37,Wanganui District,37,Wanganui District,2028,2170
556800,Laird Park,37,Wanganui District,37,Wanganui District,2033,2130
556800,Laird Park,37,Wanganui District,37,Wanganui District,2038,2080
556800,Laird Park,37,Wanganui District,37,Wanganui District,2043,2020
556900,Wanganui Central,37,Wanganui District,37,Wanganui District,2013,1250
556900,Wanganui Central,37,Wanganui District,37,Wanganui District,2018,1200
556900,Wanganui Central,37,Wanganui District,37,Wanganui District,2023,1160
556900,Wanganui Central,37,Wanganui District,37,Wanganui District,2028,1120
556900,Wanganui Central,37,Wanganui District,37,Wanganui District,2033,1090
556900,Wanganui Central,37,Wanganui District,37,Wanganui District,2038,1050
556900,Wanganui Central,37,Wanganui District,37,Wanganui District,2043,1010
557000,Spriggens Park,37,Wanganui District,37,Wanganui District,2013,310
557000,Spriggens Park,37,Wanganui District,37,Wanganui District,2018,310
557000,Spriggens Park,37,Wanganui District,37,Wanganui District,2023,300
557000,Spriggens Park,37,Wanganui District,37,Wanganui District,2028,290
557000,Spriggens Park,37,Wanganui District,37,Wanganui District,2033,270
557000,Spriggens Park,37,Wanganui District,37,Wanganui District,2038,260
557000,Spriggens Park,37,Wanganui District,37,Wanganui District,2043,240
557100,Cooks Gardens,37,Wanganui District,37,Wanganui District,2013,290
557100,Cooks Gardens,37,Wanganui District,37,Wanganui District,2018,270
557100,Cooks Gardens,37,Wanganui District,37,Wanganui District,2023,260
557100,Cooks Gardens,37,Wanganui District,37,Wanganui District,2028,250
557100,Cooks Gardens,37,Wanganui District,37,Wanganui District,2033,240
557100,Cooks Gardens,37,Wanganui District,37,Wanganui District,2038,230
557100,Cooks Gardens,37,Wanganui District,37,Wanganui District,2043,210
557200,St Johns Hill,37,Wanganui District,37,Wanganui District,2013,2160
557200,St Johns Hill,37,Wanganui District,37,Wanganui District,2018,2110
557200,St Johns Hill,37,Wanganui District,37,Wanganui District,2023,2080
557200,St Johns Hill,37,Wanganui District,37,Wanganui District,2028,2050
557200,St Johns Hill,37,Wanganui District,37,Wanganui District,2033,2010
557200,St Johns Hill,37,Wanganui District,37,Wanganui District,2038,1980
557200,St Johns Hill,37,Wanganui District,37,Wanganui District,2043,1940
557300,Lower Aramoho,37,Wanganui District,37,Wanganui District,2013,1760
557300,Lower Aramoho,37,Wanganui District,37,Wanganui District,2018,1690
557300,Lower Aramoho,37,Wanganui District,37,Wanganui District,2023,1620
557300,Lower Aramoho,37,Wanganui District,37,Wanganui District,2028,1540
557300,Lower Aramoho,37,Wanganui District,37,Wanganui District,2033,1450
557300,Lower Aramoho,37,Wanganui District,37,Wanganui District,2038,1350
557300,Lower Aramoho,37,Wanganui District,37,Wanganui District,2043,1240
557400,Upper Aramoho,37,Wanganui District,37,Wanganui District,2013,2040
557400,Upper Aramoho,37,Wanganui District,37,Wanganui District,2018,2010
557400,Upper Aramoho,37,Wanganui District,37,Wanganui District,2023,1980
557400,Upper Aramoho,37,Wanganui District,37,Wanganui District,2028,1930
557500,Williams Domain,37,Wanganui District,37,Wanganui District,2013,2190
557500,Williams Domain,37,Wanganui District,37,Wanganui District,2018,2180
557500,Williams Domain,37,Wanganui District,37,Wanganui District,2023,2150
557500,Williams Domain,37,Wanganui District,37,Wanganui District,2028,2130
557500,Williams Domain,37,Wanganui District,37,Wanganui District,2033,2100
557500,Williams Domain,37,Wanganui District,37,Wanganui District,2038,2060
557500,Williams Domain,37,Wanganui District,37,Wanganui District,2043,2010
557600,Wembley Park,37,Wanganui District,37,Wanganui District,2013,1650
557600,Wembley Park,37,Wanganui District,37,Wanganui District,2018,1600
557600,Wembley Park,37,Wanganui District,37,Wanganui District,2023,1550
557600,Wembley Park,37,Wanganui District,37,Wanganui District,2028,1490
557700,Kowhai Park,37,Wanganui District,37,Wanganui District,2013,2130
557700,Kowhai Park,37,Wanganui District,37,Wanganui District,2018,2090
557700,Kowhai Park,37,Wanganui District,37,Wanganui District,2023,2050
557700,Kowhai Park,37,Wanganui District,37,Wanganui District,2028,2010
557700,Kowhai Park,37,Wanganui District,37,Wanganui District,2033,1950
557700,Kowhai Park,37,Wanganui District,37,Wanganui District,2038,1880
557700,Kowhai Park,37,Wanganui District,37,Wanganui District,2043,1800
557800,Bastia Hill,37,Wanganui District,37,Wanganui District,2013,660
557800,Bastia Hill,37,Wanganui District,37,Wanganui District,2018,670
557800,Bastia Hill,37,Wanganui District,37,Wanganui District,2023,660
557800,Bastia Hill,37,Wanganui District,37,Wanganui District,2028,660
557800,Bastia Hill,37,Wanganui District,37,Wanganui District,2033,640
557800,Bastia Hill,37,Wanganui District,37,Wanganui District,2038,620
557800,Bastia Hill,37,Wanganui District,37,Wanganui District,2043,600
557900,Durie Hill,37,Wanganui District,37,Wanganui District,2013,1520
557900,Durie Hill,37,Wanganui District,37,Wanganui District,2018,1520
557900,Durie Hill,37,Wanganui District,37,Wanganui District,2023,1530
557900,Durie Hill,37,Wanganui District,37,Wanganui District,2028,1540
557900,Durie Hill,37,Wanganui District,37,Wanganui District,2033,1540
557900,Durie Hill,37,Wanganui District,37,Wanganui District,2038,1540
557900,Durie Hill,37,Wanganui District,37,Wanganui District,2043,1530
558100,Putiki,37,Wanganui District,37,Wanganui District,2013,330
558100,Putiki,37,Wanganui District,37,Wanganui District,2018,330
558100,Putiki,37,Wanganui District,37,Wanganui District,2023,330
558100,Putiki,37,Wanganui District,37,Wanganui District,2028,320
558100,Putiki,37,Wanganui District,37,Wanganui District,2033,320
558100,Putiki,37,Wanganui District,37,Wanganui District,2038,310
558100,Putiki,37,Wanganui District,37,Wanganui District,2043,300
558200,Marybank-Gordon Park,37,Wanganui District,37,Wanganui District,2013,500
558200,Marybank-Gordon Park,37,Wanganui District,37,Wanganui District,2018,510
558200,Marybank-Gordon Park,37,Wanganui District,37,Wanganui District,2023,520
558200,Marybank-Gordon Park,37,Wanganui District,37,Wanganui District,2028,530
558300,Fordell-Kakatahi,37,Wanganui District,37,Wanganui District,2013,2500
558300,Fordell-Kakatahi,37,Wanganui District,37,Wanganui District,2018,2560
558300,Fordell-Kakatahi,37,Wanganui District,37,Wanganui District,2023,2620
558300,Fordell-Kakatahi,37,Wanganui District,37,Wanganui District,2028,2680
558300,Fordell-Kakatahi,37,Wanganui District,37,Wanganui District,2033,2710
558300,Fordell-Kakatahi,37,Wanganui District,37,Wanganui District,2038,2720
558300,Fordell-Kakatahi,37,Wanganui District,37,Wanganui District,2043,2690
558600,Mangaweka,38,Rangitikei District,38,Rangitikei District,2013,150
558600,Mangaweka,38,Rangitikei District,38,Rangitikei District,2018,150
558600,Mangaweka,38,Rangitikei District,38,Rangitikei District,2023,140
558600,Mangaweka,38,Rangitikei District,38,Rangitikei District,2028,140
558600,Mangaweka,38,Rangitikei District,38,Rangitikei District,2033,130
558600,Mangaweka,38,Rangitikei District,38,Rangitikei District,2038,130
558600,Mangaweka,38,Rangitikei District,38,Rangitikei District,2043,120
558700,Hunterville,38,Rangitikei District,38,Rangitikei District,2013,440
558700,Hunterville,38,Rangitikei District,38,Rangitikei District,2018,430
558700,Hunterville,38,Rangitikei District,38,Rangitikei District,2023,410
558700,Hunterville,38,Rangitikei District,38,Rangitikei District,2028,410
558700,Hunterville,38,Rangitikei District,38,Rangitikei District,2033,400
558700,Hunterville,38,Rangitikei District,38,Rangitikei District,2038,390
558700,Hunterville,38,Rangitikei District,38,Rangitikei District,2043,390
558800,Ratana Community,38,Rangitikei District,38,Rangitikei District,2013,340
558800,Ratana Community,38,Rangitikei District,38,Rangitikei District,2018,340
558800,Ratana Community,38,Rangitikei District,38,Rangitikei District,2023,340
558800,Ratana Community,38,Rangitikei District,38,Rangitikei District,2028,330
558800,Ratana Community,38,Rangitikei District,38,Rangitikei District,2033,330
558800,Ratana Community,38,Rangitikei District,38,Rangitikei District,2038,320
558800,Ratana Community,38,Rangitikei District,38,Rangitikei District,2043,310
558900,Bulls,38,Rangitikei District,38,Rangitikei District,2013,1580
558900,Bulls,38,Rangitikei District,38,Rangitikei District,2018,1540
558900,Bulls,38,Rangitikei District,38,Rangitikei District,2023,1500
558900,Bulls,38,Rangitikei District,38,Rangitikei District,2028,1440
558900,Bulls,38,Rangitikei District,38,Rangitikei District,2033,1360
558900,Bulls,38,Rangitikei District,38,Rangitikei District,2038,1260
558900,Bulls,38,Rangitikei District,38,Rangitikei District,2043,1160
559000,Ngamatea,38,Rangitikei District,38,Rangitikei District,2013,30
559000,Ngamatea,38,Rangitikei District,38,Rangitikei District,2018,30
559000,Ngamatea,38,Rangitikei District,38,Rangitikei District,2023,30
559000,Ngamatea,38,Rangitikei District,38,Rangitikei District,2028,30
559000,Ngamatea,38,Rangitikei District,38,Rangitikei District,2033,30
559000,Ngamatea,38,Rangitikei District,38,Rangitikei District,2038,30
559000,Ngamatea,38,Rangitikei District,38,Rangitikei District,2043,30
559210,Moawhango,38,Rangitikei District,38,Rangitikei District,2013,680
559210,Moawhango,38,Rangitikei District,38,Rangitikei District,2018,680
559210,Moawhango,38,Rangitikei District,38,Rangitikei District,2023,680
559210,Moawhango,38,Rangitikei District,38,Rangitikei District,2028,680
559210,Moawhango,38,Rangitikei District,38,Rangitikei District,2033,670
559210,Moawhango,38,Rangitikei District,38,Rangitikei District,2038,660
559210,Moawhango,38,Rangitikei District,38,Rangitikei District,2043,640
559220,Pohonui-Porewa,38,Rangitikei District,38,Rangitikei District,2013,2100
559220,Pohonui-Porewa,38,Rangitikei District,38,Rangitikei District,2018,2080
559220,Pohonui-Porewa,38,Rangitikei District,38,Rangitikei District,2023,2050
559220,Pohonui-Porewa,38,Rangitikei District,38,Rangitikei District,2028,2000
559230,Lake Alice,38,Rangitikei District,38,Rangitikei District,2013,2820
559230,Lake Alice,38,Rangitikei District,38,Rangitikei District,2018,2820
559230,Lake Alice,38,Rangitikei District,38,Rangitikei District,2023,2810
559230,Lake Alice,38,Rangitikei District,38,Rangitikei District,2028,2790
559230,Lake Alice,38,Rangitikei District,38,Rangitikei District,2033,2750
559230,Lake Alice,38,Rangitikei District,38,Rangitikei District,2038,2680
559230,Lake Alice,38,Rangitikei District,38,Rangitikei District,2043,2590
559240,Koitiata,38,Rangitikei District,38,Rangitikei District,2013,110
559240,Koitiata,38,Rangitikei District,38,Rangitikei District,2018,110
559240,Koitiata,38,Rangitikei District,38,Rangitikei District,2023,120
559240,Koitiata,38,Rangitikei District,38,Rangitikei District,2028,120
559400,Taihape,38,Rangitikei District,38,Rangitikei District,2013,1580
559400,Taihape,38,Rangitikei District,38,Rangitikei District,2018,1550
559400,Taihape,38,Rangitikei District,38,Rangitikei District,2023,1510
559400,Taihape,38,Rangitikei District,38,Rangitikei District,2028,1460
559400,Taihape,38,Rangitikei District,38,Rangitikei District,2033,1380
559400,Taihape,38,Rangitikei District,38,Rangitikei District,2038,1300
559400,Taihape,38,Rangitikei District,38,Rangitikei District,2043,1210
559500,Marton,38,Rangitikei District,38,Rangitikei District,2013,4710
559500,Marton,38,Rangitikei District,38,Rangitikei District,2018,4690
559500,Marton,38,Rangitikei District,38,Rangitikei District,2023,4630
559500,Marton,38,Rangitikei District,38,Rangitikei District,2028,4530
559500,Marton,38,Rangitikei District,38,Rangitikei District,2033,4380
559500,Marton,38,Rangitikei District,38,Rangitikei District,2038,4190
559500,Marton,38,Rangitikei District,38,Rangitikei District,2043,3980
559700,Kiwitea,39,Manawatu District,39,Manawatu District,2013,1490
559700,Kiwitea,39,Manawatu District,39,Manawatu District,2018,1500
559700,Kiwitea,39,Manawatu District,39,Manawatu District,2023,1510
559700,Kiwitea,39,Manawatu District,39,Manawatu District,2028,1510
559700,Kiwitea,39,Manawatu District,39,Manawatu District,2033,1500
559700,Kiwitea,39,Manawatu District,39,Manawatu District,2038,1480
559700,Kiwitea,39,Manawatu District,39,Manawatu District,2043,1430
560000,Pohangina,39,Manawatu District,39,Manawatu District,2013,1130
560000,Pohangina,39,Manawatu District,39,Manawatu District,2018,1150
560000,Pohangina,39,Manawatu District,39,Manawatu District,2023,1170
560000,Pohangina,39,Manawatu District,39,Manawatu District,2028,1170
560000,Pohangina,39,Manawatu District,39,Manawatu District,2033,1170
560000,Pohangina,39,Manawatu District,39,Manawatu District,2038,1160
560000,Pohangina,39,Manawatu District,39,Manawatu District,2043,1140
560411,Oroua Bridge,39,Manawatu District,39,Manawatu District,2013,240
560411,Oroua Bridge,39,Manawatu District,39,Manawatu District,2018,240
560411,Oroua Bridge,39,Manawatu District,39,Manawatu District,2023,230
560411,Oroua Bridge,39,Manawatu District,39,Manawatu District,2028,230
560411,Oroua Bridge,39,Manawatu District,39,Manawatu District,2033,220
560411,Oroua Bridge,39,Manawatu District,39,Manawatu District,2038,220
560411,Oroua Bridge,39,Manawatu District,39,Manawatu District,2043,210
560412,Maewa,39,Manawatu District,39,Manawatu District,2013,960
560412,Maewa,39,Manawatu District,39,Manawatu District,2018,1240
560412,Maewa,39,Manawatu District,39,Manawatu District,2023,1320
560412,Maewa,39,Manawatu District,39,Manawatu District,2033,1500
560421,Halcombe,39,Manawatu District,39,Manawatu District,2013,550
560421,Halcombe,39,Manawatu District,39,Manawatu District,2018,570
560421,Halcombe,39,Manawatu District,39,Manawatu District,2023,580
560421,Halcombe,39,Manawatu District,39,Manawatu District,2028,590
560421,Halcombe,39,Manawatu District,39,Manawatu District,2033,590
560421,Halcombe,39,Manawatu District,39,Manawatu District,2038,590
560421,Halcombe,39,Manawatu District,39,Manawatu District,2043,590
560422,Tokorangi-Hiwinui,39,Manawatu District,39,Manawatu District,2013,2500
560422,Tokorangi-Hiwinui,39,Manawatu District,39,Manawatu District,2018,2620
560422,Tokorangi-Hiwinui,39,Manawatu District,39,Manawatu District,2023,2730
560422,Tokorangi-Hiwinui,39,Manawatu District,39,Manawatu District,2033,2900
560422,Tokorangi-Hiwinui,39,Manawatu District,39,Manawatu District,2038,2950
560710,Feilding North,39,Manawatu District,39,Manawatu District,2013,4190
560710,Feilding North,39,Manawatu District,39,Manawatu District,2018,4460
560710,Feilding North,39,Manawatu District,39,Manawatu District,2023,4590
560710,Feilding North,39,Manawatu District,39,Manawatu District,2028,4700
560710,Feilding North,39,Manawatu District,39,Manawatu District,2033,4780
560710,Feilding North,39,Manawatu District,39,Manawatu District,2038,4810
560710,Feilding North,39,Manawatu District,39,Manawatu District,2043,4810
560720,Feilding West,39,Manawatu District,39,Manawatu District,2013,3910
560720,Feilding West,39,Manawatu District,39,Manawatu District,2018,4020
560720,Feilding West,39,Manawatu District,39,Manawatu District,2023,4020
560720,Feilding West,39,Manawatu District,39,Manawatu District,2028,4000
560720,Feilding West,39,Manawatu District,39,Manawatu District,2033,3970
560720,Feilding West,39,Manawatu District,39,Manawatu District,2038,3920
560720,Feilding West,39,Manawatu District,39,Manawatu District,2043,3850
